State Code,County Code,Site Num,Parameter Code,POC,Latitude,Longitude,Datum,Parameter Name,Sample Duration,Pollutant Standard,Metric Used,Method Name,Year,Units of Measure,Event Type,Observation Count,Observation Percent,Completeness Indicator,Valid Day Count,Required Day Count,Exceptional Data Count,Null Data Count,Primary Exceedance Count,Secondary Exceedance Count,Certification Indicator,Num Obs Below MDL,Arithmetic Mean,Arithmetic Standard Dev,1st Max Value,1st Max DateTime,2nd Max Value,2nd Max DateTime,3rd Max Value,3rd Max DateTime,4th Max Value,4th Max DateTime,1st Max Non Overlapping Value,1st NO Max DateTime,2nd Max Non Overlapping Value,2nd NO Max DateTime,99th Percentile,98th Percentile,95th Percentile,90th Percentile,75th Percentile,50th Percentile,10th Percentile,Local Site Name,Address,State Name,County Name,City Name,CBSA Name,Date of Last Change
34,017,0006,44201,1,40.67025,-74.126081,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Daily maximum of 8-hour running average,NA,2021,Parts per million,No Events,6168,99,Y,243,245,0,0,3,3,Certified,0,0.039391,0.012363,0.078,2021-08-13T11:00:00Z,0.074,2021-08-25T12:00:00Z,0.072,2021-08-26T10:00:00Z,0.07,2021-06-06T09:00:00Z,NA,NA,NA,NA,0.072,0.07,0.063,0.056,0.046,0.039,0.03,Bayonne,"Veterans Park, Park Road at end of W. 25th St.",New Jersey,Hudson,Bayonne,"New York-Newark-Jersey City, NY-NJ-PA",2022-03-14
34,017,1002,42602,1,40.731645,-74.066308,NAD83,Nitrogen dioxide (NO2),1 HOUR,NO2 Annual 1971,Observed values,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,2021,Parts per billion,No Events,5614,64,N,237,365,0,136,NA,NA,Certified - QA issues identified,0,16.718204,9.424127,63.5,2021-11-09T08:00:00Z,60.3,2021-11-09T07:00:00Z,57.3,2021-11-10T05:00:00Z,57,2021-11-08T22:00:00Z,NA,NA,NA,NA,42.9,38.6,33.9,29.7,22.8,15.2,5.8,Jersey City,2828 John F. Kennedy Boulevard,New Jersey,Hudson,Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",2022-03-14
34,017,1003,88101,1,40.725413,-74.052293,NAD83,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2021,Micrograms/cubic meter (LC),No Events,303,83,N,303,365,0,6,0,0,Certified,0,8.914191,4.763329,34.9,2021-07-05T00:00:00Z,28.1,2021-07-21T00:00:00Z,27.2,2021-01-14T00:00:00Z,26.4,2021-07-27T00:00:00Z,NA,NA,NA,NA,26.4,23.6,18.2,14.4,11,7.8,4.2,Jersey City Firehouse,"JCFD Engine 5/Ladder 6, 355 Newark Avenue",New Jersey,Hudson,Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",2022-03-22
34,019,0001,44201,1,40.515262,-74.806671,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Daily maximum of 8-hour running average,NA,2021,Parts per million,No Events,6189,100,Y,244,245,0,0,0,0,Certified,0,0.041016,0.011414,0.069,2021-06-18T11:00:00Z,0.068,2021-08-06T11:00:00Z,0.066,2021-05-21T12:00:00Z,0.066,2021-06-05T10:00:00Z,NA,NA,NA,NA,0.066,0.065,0.06,0.056,0.049,0.042,0.033,Flemington,"Raritan Township Municipal Utilities Authority, 365 Old York Road",New Jersey,Hunterdon,Flemington,"New York-Newark-Jersey City, NY-NJ-PA",2022-03-14
34,019,0001,88101,3,40.515262,-74.806671,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,NA,2021,Micrograms/cubic meter (LC),No Events,347,95,Y,347,365,0,0,0,0,Certified,0,7.784726,4.131148,33.6,2021-07-21T00:00:00Z,23.9,2021-07-27T00:00:00Z,23,2021-07-05T00:00:00Z,22.7,2021-07-26T00:00:00Z,NA,NA,NA,NA,22.7,20.2,14.8,12.7,9.6,7.1,3.5,Flemington,"Raritan Township Municipal Utilities Authority, 365 Old York Road",New Jersey,Hunterdon,Flemington,"New York-Newark-Jersey City, NY-NJ-PA",2022-04-26
34,021,0005,44201,1,40.283092,-74.742613,NAD83,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Daily maximum of 8-hour running average,NA,2021,Parts per million,No Events,6066,96,Y,236,245,0,0,5,5,Certified,0,0.043686,0.012391,0.079,2021-08-06T10:00:00Z,0.077,2021-05-21T12:00:00Z,0.072,2021-08-26T09:00:00Z,0.071,2021-06-18T11:00:00Z,NA,NA,NA,NA,0.072,0.071,0.065,0.061,0.051,0.044,0.035,Rider University,"Athletic Fields, off of 2083 Lawrenceville Road",New Jersey,Mercer,Lawrence (Township of),"Trenton, NJ",2022-04-05
34,021,0005,88101,3,40.283092,-74.742613,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,NA,2021,Micrograms/cubic meter (LC),No Events,308,84,N,308,365,0,0,2,2,Certified,0,8.676623,4.636567,47.3,2021-07-20T00:00:00Z,35.7,2021-07-21T00:00:00Z,24.1,2021-07-27T00:00:00Z,23.8,2021-07-26T00:00:00Z,NA,NA,NA,NA,23.8,20.6,14.9,13.2,10.5,7.8,4.2,Rider University,"Athletic Fields, off of 2083 Lawrenceville Road",New Jersey,Mercer,Lawrence (Township of),"Trenton, NJ",2022-04-05
34,021,0008,88101,3,40.222411,-74.763167,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,NA,2021,Micrograms/cubic meter (LC),No Events,270,74,N,270,365,0,0,1,1,Certified,0,8.990741,4.720889,46,2021-07-20T00:00:00Z,28.6,2021-07-21T00:00:00Z,23.7,2021-11-25T00:00:00Z,20.4,2021-12-25T00:00:00Z,NA,NA,NA,NA,23.7,19.8,15.7,14.1,11.4,8.4,3.8,Trenton,"Trenton Public Library, 120 Academy Street",New Jersey,Mercer,Trenton,"Trenton, NJ",2022-03-22
34,021,9991,44201,1,40.3125,-74.8729,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Daily maximum of 8-hour running average,NA,2021,Parts per million,No Events,5991,94,Y,231,245,0,0,0,0,Certified,0,0.041818,0.011257,0.07,2021-06-18T11:00:00Z,0.068,2021-08-06T10:00:00Z,0.067,2021-08-25T11:00:00Z,0.067,2021-08-26T10:00:00Z,NA,NA,NA,NA,0.067,0.066,0.06,0.056,0.05,0.043,0.034,Wash. Crossing,"Washington Crossing State Park, Titusville, NJ 08560",New Jersey,Mercer,NA,"Trenton, NJ",2022-03-02
34,023,0011,42602,2,40.462182,-74.429439,NAD83,Nitrogen dioxide (NO2),1 HOUR,NO2 Annual 1971,Observed values,Teledyne Model T500U - Cavity Attenuated Phase Shift Spectroscopy,2021,Parts per billion,No Events,8574,98,Y,360,365,0,171,NA,NA,Certified,0,8.185153,7.727805,54.4,2021-02-09T08:00:00Z,54.2,2021-02-09T07:00:00Z,49.8,2021-03-22T08:00:00Z,48.9,2021-02-09T06:00:00Z,NA,NA,NA,NA,34.8,30.9,25.3,19.9,10.9,5.2,1.8,Rutgers University,"Vegetable Farm 3, 67 Ryders Lane",New Jersey,Middlesex,East Brunswick (Township of),"New York-Newark-Jersey City, NY-NJ-PA",2022-03-14
34,023,0011,44201,1,40.462182,-74.429439,NAD83,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Daily maximum of 8-hour running average,NA,2021,Parts per million,No Events,6106,98,Y,240,245,0,0,3,3,Certified,0,0.041475,0.012205,0.079,2021-05-21T12:00:00Z,0.079,2021-08-06T11:00:00Z,0.072,2021-08-26T10:00:00Z,0.07,2021-06-18T11:00:00Z,NA,NA,NA,NA,0.072,0.068,0.063,0.059,0.049,0.041,0.032,Rutgers University,"Vegetable Farm 3, 67 Ryders Lane",New Jersey,Middlesex,East Brunswick (Township of),"New York-Newark-Jersey City, NY-NJ-PA",2022-03-14
34,023,0011,88101,1,40.462182,-74.429439,NAD83,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2021,Micrograms/cubic meter (LC),No Events,114,93,Y,114,122,0,1,0,0,Certified,0,7.891228,4.722879,33.7,2021-07-21T00:00:00Z,23.6,2021-01-13T00:00:00Z,20.8,2021-07-27T00:00:00Z,17.6,2021-06-06T00:00:00Z,NA,NA,NA,NA,23.6,20.8,16.9,13.6,9.3,6.5,3.7,Rutgers University,"Vegetable Farm 3, 67 Ryders Lane",New Jersey,Middlesex,East Brunswick (Township of),"New York-Newark-Jersey City, NY-NJ-PA",2022-03-22
34,025,0005,44201,1,40.277647,-74.0051,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Daily maximum of 8-hour running average,NA,2021,Parts per million,No Events,4330,99,Y,242,245,0,0,4,4,Certified,0,0.04076,0.011362,0.087,2021-07-26T11:00:00Z,0.079,2021-05-19T13:00:00Z,0.073,2021-08-27T10:00:00Z,0.071,2021-06-05T12:00:00Z,NA,NA,NA,NA,0.073,0.068,0.06,0.057,0.047,0.039,0.03,Monmouth University,"Edison Science Hall, off of 400 Cedar Avenue",New Jersey,Monmouth,West Long Branch,"New York-Newark-Jersey City, NY-NJ-PA",2022-03-14
34,027,3001,42602,1,40.787628,-74.676301,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 Annual 1971,Observed values,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,2021,Parts per billion,No Events,8611,98,Y,363,365,0,128,NA,NA,Certified,0,3.056114,3.773885,33.3,2021-12-21T21:00:00Z,33.2,2021-12-21T22:00:00Z,32.8,2021-03-18T12:00:00Z,32.7,2021-12-11T04:00:00Z,NA,NA,NA,NA,20.3,15.5,10,6.8,3.7,1.8,0.4,Chester,"Department of Public Works Bldg. #1, 50 North Road",New Jersey,Morris,Chester,"New York-Newark-Jersey City, NY-NJ-PA",2022-03-14
34,027,3001,44201,1,40.787628,-74.676301,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Daily maximum of 8-hour running average,NA,2021,Parts per million,No Events,6170,99,Y,242,245,0,0,0,0,Certified,0,0.040752,0.010957,0.069,2021-06-18T12:00:00Z,0.067,2021-06-05T12:00:00Z,0.066,2021-05-21T13:00:00Z,0.064,2021-05-19T14:00:00Z,NA,NA,NA,NA,0.066,0.063,0.061,0.055,0.048,0.043,0.035,Chester,"Department of Public Works Bldg. #1, 50 North Road",New Jersey,Morris,Chester,"New York-Newark-Jersey City, NY-NJ-PA",2022-03-14
34,027,3001,88101,1,40.787628,-74.676301,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2021,Micrograms/cubic meter (LC),No Events,111,91,Y,111,122,0,0,0,0,Certified,0,6.306306,3.854921,21,2021-01-13T00:00:00Z,20.6,2021-07-27T00:00:00Z,20.2,2021-07-21T00:00:00Z,16.3,2021-08-26T00:00:00Z,NA,NA,NA,NA,20.6,20.2,13.2,11.1,8.3,5.6,2.6,Chester,"Department of Public Works Bldg. #1, 50 North Road",New Jersey,Morris,Chester,"New York-Newark-Jersey City, NY-NJ-PA",2022-04-07
34,029,0006,44201,1,40.06483,-74.44405,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Daily maximum of 8-hour running average,NA,2021,Parts per million,No Events,4386,100,Y,245,245,0,0,2,2,Certified,0,0.042261,0.010981,0.078,2021-06-05T11:00:00Z,0.075,2021-05-19T10:00:00Z,0.069,2021-05-18T11:00:00Z,0.068,2021-07-16T10:00:00Z,NA,NA,NA,NA,0.069,0.066,0.061,0.056,0.049,0.042,0.031,Colliers Mills,"JPTD Training Center, south of Success Rd., east of Hawkin Rd.",New Jersey,Ocean,Jackson (Township of),"New York-Newark-Jersey City, NY-NJ-PA",2022-03-14
34,029,2002,88101,3,39.994908,-74.170447,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,NA,2021,Micrograms/cubic meter (LC),No Events,333,91,Y,333,365,0,0,2,2,Certified,0,7.615315,4.272161,40,2021-07-20T00:00:00Z,35.9,2021-07-21T00:00:00Z,25.4,2021-07-27T00:00:00Z,21.5,2021-01-12T00:00:00Z,NA,NA,NA,NA,21.5,19.1,14,12.3,9.4,6.7,3.8,Toms River,"Hooper Avenue Elementary School, 1517 Hooper Avenue",New Jersey,Ocean,Toms River,"New York-Newark-Jersey City, NY-NJ-PA",2022-03-22
34,031,5001,44201,1,41.058617,-74.255544,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Daily maximum of 8-hour running average,NA,2021,Parts per million,No Events,4424,99,Y,243,245,0,0,0,0,Certified,0,0.03863,0.010636,0.064,2021-06-18T12:00:00Z,0.063,2021-04-24T12:00:00Z,0.063,2021-04-28T11:00:00Z,0.062,2021-05-21T10:00:00Z,NA,NA,NA,NA,0.063,0.062,0.056,0.052,0.046,0.04,0.028,Ramapo,"Ramapo Station Fire Tower, Ramapo Park Drive",New Jersey,Passaic,Wanaque (Wanaque-Midvale),"New York-Newark-Jersey City, NY-NJ-PA",2022-03-14
34,039,0004,42602,2,40.64144,-74.208365,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 Annual 1971,Observed values,INSTRUMENTAL - CHEMILUMINESCENCE,2021,Parts per billion,No Events,8534,97,Y,362,365,0,208,NA,NA,Certified,0,19.212069,11.594507,84,2021-07-27T07:00:00Z,78.2,2021-11-17T08:00:00Z,71.4,2021-04-29T07:00:00Z,69.9,2021-01-14T11:00:00Z,NA,NA,NA,NA,50.5,47.1,40.8,35.4,26.8,16.9,6.1,Elizabeth Lab,NJ Turnpike Interchange 13 Toll Plaza,New Jersey,Union,Elizabeth,"New York-Newark-Jersey City, NY-NJ-PA",2022-03-14
34,039,0004,88101,1,40.64144,-74.208365,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2021,Micrograms/cubic meter (LC),No Events,327,90,Y,327,365,0,7,1,1,Certified,0,9.689297,5.241667,50.9,2021-07-20T00:00:00Z,31.6,2021-07-21T00:00:00Z,27.5,2021-07-27T00:00:00Z,26.7,2021-07-26T00:00:00Z,NA,NA,NA,NA,26.7,22.3,18.5,15.8,12.1,8.9,4.2,Elizabeth Lab,NJ Turnpike Interchange 13 Toll Plaza,New Jersey,Union,Elizabeth,"New York-Newark-Jersey City, NY-NJ-PA",2022-03-22
34,039,2003,88101,3,40.603943,-74.276174,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,NA,2021,Micrograms/cubic meter (LC),No Events,352,96,Y,352,365,0,0,1,1,Certified,0,7.547727,4.706944,46.1,2021-07-20T00:00:00Z,33.8,2021-07-05T00:00:00Z,27.3,2021-07-21T00:00:00Z,24.2,2021-07-26T00:00:00Z,NA,NA,NA,NA,24.2,18.8,15.3,12.4,9.4,6.7,3,Rahway,"Rahway Fire Department, 1300 Main Street",New Jersey,Union,Rahway,"New York-Newark-Jersey City, NY-NJ-PA",2022-03-22
34,041,0007,42602,1,40.92458,-75.067815,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 Annual 1971,Observed values,INSTRUMENTAL - CHEMILUMINESCENCE,2021,Parts per billion,No Events,8313,95,Y,352,365,0,296,NA,NA,Certified,0,10.140659,7.597887,51.1,2021-03-22T19:00:00Z,47.2,2021-04-06T23:00:00Z,44.1,2021-04-06T22:00:00Z,43.4,2021-02-08T22:00:00Z,NA,NA,NA,NA,34.4,30.7,25,20.9,14.2,8,2.4,Columbia,105 Delaware Avenue (approximate),New Jersey,Warren,Knowlton (Township of),"Allentown-Bethlehem-Easton, PA-NJ",2022-03-14
34,041,0007,44201,1,40.92458,-75.067815,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Daily maximum of 8-hour running average,NA,2021,Parts per million,No Events,6058,97,Y,238,245,0,0,0,0,Certified,0,0.035441,0.012268,0.069,2021-05-21T11:00:00Z,0.068,2021-06-18T12:00:00Z,0.063,2021-08-06T10:00:00Z,0.062,2021-06-05T10:00:00Z,NA,NA,NA,NA,0.063,0.062,0.058,0.051,0.044,0.037,0.028,Columbia,105 Delaware Avenue (approximate),New Jersey,Warren,Knowlton (Township of),"Allentown-Bethlehem-Easton, PA-NJ",2022-03-14
34,041,0007,88101,1,40.92458,-75.067815,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2021,Micrograms/cubic meter (LC),No Events,52,85,Y,52,61,0,2,0,0,Certified,0,8.861538,4.500421,20.7,2021-12-30T00:00:00Z,18.6,2021-07-27T00:00:00Z,18.3,2021-07-21T00:00:00Z,17.6,2021-08-26T00:00:00Z,NA,NA,NA,NA,20.7,18.6,18.3,16.3,11.8,8,3.8,Columbia,105 Delaware Avenue (approximate),New Jersey,Warren,Knowlton (Township of),"Allentown-Bethlehem-Easton, PA-NJ",2022-03-22
36,001,0005,88101,1,42.64225,-73.75464,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2021,Micrograms/cubic meter (LC),No Events,120,98,Y,120,122,0,2,0,0,Certified,0,6.099167,3.570549,19.7,2021-01-13T00:00:00Z,18.3,2021-02-09T00:00:00Z,15.5,2021-12-30T00:00:00Z,15.4,2021-07-27T00:00:00Z,NA,NA,NA,NA,18.3,15.5,13.3,12,7.7,5.2,2.5,ALBANY COUNTY HEALTH DEPT,ALBANY CO. HEALTH DEPT. GREEN & S FERRY STREETS,New York,Albany,Albany,"Albany-Schenectady-Troy, NY",2022-03-07
36,001,0012,44201,1,42.68075,-73.75733,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Daily maximum of 8-hour running average,NA,2021,Parts per million,No Events,6133,98,Y,240,245,0,0,0,0,Certified,0,0.037154,0.010332,0.067,2021-05-21T12:00:00Z,0.063,2021-05-18T09:00:00Z,0.062,2021-06-05T12:00:00Z,0.062,2021-06-06T10:00:00Z,NA,NA,NA,NA,0.062,0.06,0.055,0.051,0.044,0.039,0.032,LOUDONVILLE,LOUDONVILLE RESERVOIR  300 ALBANY SHAKER RD,New York,Albany,Albany,"Albany-Schenectady-Troy, NY",2022-02-01
36,001,0012,88101,1,42.68075,-73.75733,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2021,Micrograms/cubic meter (LC),No Events,113,93,Y,113,122,0,9,0,0,Certified,0,5.466372,3.246773,15.8,2021-02-09T00:00:00Z,15.3,2021-07-27T00:00:00Z,12.9,2021-02-15T00:00:00Z,12.7,2021-06-21T00:00:00Z,NA,NA,NA,NA,15.3,12.9,12.1,11.2,7.2,4.7,2.1,LOUDONVILLE,LOUDONVILLE RESERVOIR  300 ALBANY SHAKER RD,New York,Albany,Albany,"Albany-Schenectady-Troy, NY",2022-02-24
36,005,0110,42602,1,40.816,-73.902,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 Annual 1971,Observed values,"Instrumental - Chemiluminescence Thermo Electron 42C-TL, 42i-TL",2021,Parts per billion,No Events,7935,91,Y,337,365,0,170,NA,NA,Certified,0,15.206163,9.632655,59.8,2021-03-11T20:00:00Z,57.7,2021-04-29T08:00:00Z,57.1,2021-03-11T21:00:00Z,56.8,2021-11-09T19:00:00Z,NA,NA,NA,NA,45.5,41.2,34.5,29,20.2,12.9,5.1,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,"New York-Newark-Jersey City, NY-NJ-PA",2022-02-01
36,005,0110,44201,1,40.816,-73.902,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Daily maximum of 8-hour running average,NA,2021,Parts per million,No Events,6076,100,Y,245,245,0,0,3,3,Certified,0,0.03929,0.012458,0.08,2021-08-26T09:00:00Z,0.076,2021-08-13T10:00:00Z,0.074,2021-06-06T09:00:00Z,0.07,2021-06-05T10:00:00Z,NA,NA,NA,NA,0.074,0.07,0.065,0.057,0.045,0.038,0.03,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,"New York-Newark-Jersey City, NY-NJ-PA",2022-02-01
36,005,0110,88101,1,40.816,-73.902,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2021,Micrograms/cubic meter (LC),No Events,117,96,Y,117,122,0,5,0,0,Certified,0,7.52906,4.453071,24.9,2021-07-21T00:00:00Z,24.5,2021-07-27T00:00:00Z,22.3,2021-03-11T00:00:00Z,21.1,2021-01-13T00:00:00Z,NA,NA,NA,NA,24.5,22.3,18.2,13.3,8.6,6.5,3.2,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,"New York-Newark-Jersey City, NY-NJ-PA",2022-02-24
36,005,0133,42602,1,40.8679,-73.87809,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 Annual 1971,Observed values,Teledyne Model T500U - Cavity Attenuated Phase Shift Spectroscopy,2021,Parts per billion,No Events,8571,98,Y,364,365,0,166,NA,NA,Certified,0,12.63877,8.661015,65.2,2021-04-29T09:00:00Z,55.1,2021-04-29T10:00:00Z,53.8,2021-04-29T08:00:00Z,53.6,2021-03-11T09:00:00Z,NA,NA,NA,NA,40.6,36.5,30.2,25.1,16.8,10.3,4.1,PFIZER LAB SITE,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,"New York-Newark-Jersey City, NY-NJ-PA",2022-03-08
36,005,0133,44201,1,40.8679,-73.87809,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Daily maximum of 8-hour running average,NA,2021,Parts per million,No Events,6108,97,Y,238,245,0,0,7,7,Certified,0,0.041013,0.012265,0.085,2021-08-26T09:00:00Z,0.076,2021-08-13T10:00:00Z,0.075,2021-08-25T11:00:00Z,0.074,2021-06-06T09:00:00Z,NA,NA,NA,NA,0.075,0.073,0.066,0.058,0.047,0.04,0.032,PFIZER LAB SITE,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,"New York-Newark-Jersey City, NY-NJ-PA",2022-02-01
36,005,0133,88101,1,40.8679,-73.87809,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2021,Micrograms/cubic meter (LC),No Events,120,98,Y,120,122,0,2,0,0,Certified,0,7.109167,4.345247,25,2021-07-27T00:00:00Z,23.5,2021-07-21T00:00:00Z,21.5,2021-01-13T00:00:00Z,20.1,2021-03-11T00:00:00Z,NA,NA,NA,NA,23.5,21.5,15.5,13.2,8.8,5.7,3.1,PFIZER LAB SITE,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,"New York-Newark-Jersey City, NY-NJ-PA",2022-02-24
36,013,0006,44201,1,42.49963,-79.31881,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Daily maximum of 8-hour running average,NA,2021,Parts per million,No Events,6095,100,Y,245,245,0,0,1,1,Certified,0,0.042718,0.010787,0.072,2021-05-20T12:00:00Z,0.07,2021-05-21T11:00:00Z,0.07,2021-06-05T11:00:00Z,0.066,2021-04-08T12:00:00Z,NA,NA,NA,NA,0.07,0.065,0.062,0.058,0.049,0.043,0.036,DUNKIRK,"STP,  Wright Park Drive,  DUNKIRK",New York,Chautauqua,Dunkirk,"Jamestown-Dunkirk-Fredonia, NY",2022-02-01
36,013,0006,88101,1,42.49963,-79.31881,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2021,Micrograms/cubic meter (LC),No Events,115,94,Y,115,122,0,6,0,0,Certified,0,6.65913,3.801636,21.8,2021-07-06T00:00:00Z,16.2,2021-01-13T00:00:00Z,16.2,2021-02-21T00:00:00Z,14.8,2021-08-08T00:00:00Z,NA,NA,NA,NA,16.2,16.2,13.5,11.9,9.5,5.9,2.2,DUNKIRK,"STP,  Wright Park Drive,  DUNKIRK",New York,Chautauqua,Dunkirk,"Jamestown-Dunkirk-Fredonia, NY",2022-02-24
36,027,0007,44201,1,41.78555,-73.74136,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Daily maximum of 8-hour running average,NA,2021,Parts per million,No Events,5774,97,Y,237,245,0,0,1,1,Certified,0,0.038257,0.010911,0.079,2021-05-21T13:00:00Z,0.064,2021-04-28T10:00:00Z,0.063,2021-05-26T10:00:00Z,0.061,2021-05-20T12:00:00Z,NA,NA,NA,NA,0.063,0.061,0.058,0.053,0.045,0.04,0.033,MILLBROOK,"Forest Road, VILLAGE OF MILLBROOK, Inst of Ecosystem Studies",New York,Dutchess,Millbrook,"New York-Newark-Jersey City, NY-NJ-PA",2022-02-01
36,029,0002,44201,1,42.99328,-78.77153,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Daily maximum of 8-hour running average,NA,2021,Parts per million,No Events,4597,87,Y,214,245,0,0,1,1,Requested but not yet concurred,0,0.041706,0.011514,0.071,2021-05-19T10:00:00Z,0.07,2021-06-05T13:00:00Z,0.069,2021-05-20T11:00:00Z,0.068,2021-05-25T13:00:00Z,NA,NA,NA,NA,0.069,0.067,0.061,0.058,0.05,0.042,0.034,AMHERST,"AUDUBON GOLF COURSE, 450 MAPLE ROAD",New York,Erie,Amherst,"Buffalo-Cheektowaga-Niagara Falls, NY",2022-05-31
36,029,0002,88101,1,42.99328,-78.77153,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2021,Micrograms/cubic meter (LC),No Events,117,94,Y,115,122,0,4,0,0,Certified,0,6.774359,3.853506,21.5,2021-07-06T00:00:00Z,17.1,2021-02-21T00:00:00Z,16.7,2021-08-09T00:00:00Z,13.8,2021-08-23T00:00:00Z,NA,NA,NA,NA,17.1,16.7,13.1,11.9,9.7,5.8,2.6,AMHERST,"AUDUBON GOLF COURSE, 450 MAPLE ROAD",New York,Erie,Amherst,"Buffalo-Cheektowaga-Niagara Falls, NY",2022-02-24
36,029,0005,42602,3,42.876907,-78.809526,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 Annual 1971,Observed values,INSTRUMENTAL - CHEMILUMINESCENCE,2021,Parts per billion,No Events,8202,94,Y,347,365,0,505,NA,NA,Certified,0,8.243367,7.209082,49.4,2021-03-22T20:00:00Z,49.1,2021-03-23T06:00:00Z,48.2,2021-03-23T07:00:00Z,48.1,2021-03-22T21:00:00Z,NA,NA,NA,NA,36.4,32.2,24.4,17.1,10.1,5.8,2.6,BUFFALO,"TRAILER,185 DINGENS STREET (near WEISS ST.)",New York,Erie,Buffalo,"Buffalo-Cheektowaga-Niagara Falls, NY",2022-02-01
