State Code,County Code,Site Num,Parameter Code,POC,Latitude,Longitude,Datum,Parameter Name,Sample Duration,Pollutant Standard,Metric Used,Method Name,Year,Units of Measure,Event Type,Observation Count,Observation Percent,Completeness Indicator,Valid Day Count,Required Day Count,Exceptional Data Count,Null Data Count,Primary Exceedance Count,Secondary Exceedance Count,Certification Indicator,Num Obs Below MDL,Arithmetic Mean,Arithmetic Standard Dev,1st Max Value,1st Max DateTime,2nd Max Value,2nd Max DateTime,3rd Max Value,3rd Max DateTime,4th Max Value,4th Max DateTime,1st Max Non Overlapping Value,1st NO Max DateTime,2nd Max Non Overlapping Value,2nd NO Max DateTime,99th Percentile,98th Percentile,95th Percentile,90th Percentile,75th Percentile,50th Percentile,10th Percentile,Local Site Name,Address,State Name,County Name,City Name,CBSA Name,Date of Last Change
24,023,0002,88101,3,39.70595,-79.012,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,NA,2021,Micrograms/cubic meter (LC),No Events,348,95,Y,348,365,0,0,0,0,Certified,0,5.705747,3.279132,31.3,2021-07-20T00:00:00Z,23.7,2021-07-21T00:00:00Z,19.7,2021-07-19T00:00:00Z,18.1,2021-07-07T00:00:00Z,NA,NA,NA,NA,18.1,13.3,11.7,9.3,7,5,2.7,Piney Run,"Piney Run, Frostburg Reservoir, Finzel",Maryland,Garrett,Grantsville,NA,2022-01-18
24,025,1001,44201,1,39.410191,-76.296946,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Daily maximum of 8-hour running average,NA,2021,Parts per million,No Events,3492,83,Y,203,245,0,0,6,6,Certified,0,0.044493,0.011373,0.074,2021-06-05T11:00:00Z,0.073,2021-06-06T09:00:00Z,0.073,2021-06-30T09:00:00Z,0.073,2021-07-27T10:00:00Z,NA,NA,NA,NA,0.073,0.071,0.065,0.059,0.052,0.043,0.031,Edgewood,"Edgewood  Chemical Biological Center (APG), Waehli Road",Maryland,Harford,Edgewood,"Baltimore-Columbia-Towson, MD",2021-11-16
24,025,1001,88101,3,39.410191,-76.296946,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,NA,2021,Micrograms/cubic meter (LC),No Events,345,95,Y,345,365,0,0,0,0,Certified,0,8.013043,4.276053,31.9,2021-07-20T00:00:00Z,29.2,2021-07-21T00:00:00Z,24.7,2021-02-10T00:00:00Z,23.6,2021-07-05T00:00:00Z,NA,NA,NA,NA,23.6,20.5,16.7,13.4,9.7,7.3,3.7,Edgewood,"Edgewood  Chemical Biological Center (APG), Waehli Road",Maryland,Harford,Edgewood,"Baltimore-Columbia-Towson, MD",2022-01-18
24,025,9001,44201,1,39.563333,-76.203889,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Daily maximum of 8-hour running average,NA,2021,Parts per million,No Events,4116,98,Y,239,245,0,0,6,6,Certified,0,0.046849,0.011488,0.077,2021-05-19T11:00:00Z,0.077,2021-06-05T11:00:00Z,0.072,2021-05-22T10:00:00Z,0.072,2021-08-06T10:00:00Z,NA,NA,NA,NA,0.072,0.071,0.067,0.062,0.055,0.046,0.033,Aldino,3560 Aldino Road,Maryland,Harford,NA,"Baltimore-Columbia-Towson, MD",2021-11-30
24,027,0006,42602,1,39.14313,-76.84611,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 Annual 1971,Observed values,Instrumental - Chemiluminescence Teledyne API 200 EU/501,2021,Parts per billion,No Events,8430,96,Y,363,365,0,330,NA,NA,Certified,0,15.767805,9.005944,56.4,2021-03-11T06:00:00Z,51.8,2021-04-27T19:00:00Z,51.4,2021-03-03T04:00:00Z,50.3,2021-03-11T05:00:00Z,NA,NA,NA,NA,39.5,36.3,32.1,28.2,21.9,14.7,4.6,Howard County Near Road,Interstate 95 South Welocme Center,Maryland,Howard,North Laurel,"Baltimore-Columbia-Towson, MD",2022-02-02
24,027,0006,88101,3,39.14313,-76.84611,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,NA,2021,Micrograms/cubic meter (LC),No Events,355,97,Y,355,365,0,0,0,0,Certified,0,6.942254,3.723648,26.3,2021-07-20T00:00:00Z,26.3,2021-07-21T00:00:00Z,19.5,2021-07-19T00:00:00Z,19.2,2021-07-07T00:00:00Z,NA,NA,NA,NA,19.2,16.2,13.8,11.5,8.8,6.2,3,Howard County Near Road,Interstate 95 South Welocme Center,Maryland,Howard,North Laurel,"Baltimore-Columbia-Towson, MD",2022-01-18
24,029,0002,44201,1,39.305021000000004,-75.797317,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Daily maximum of 8-hour running average,NA,2021,Parts per million,No Events,4068,96,Y,236,245,0,0,1,1,Certified,0,0.044403,0.009448,0.073,2021-06-05T10:00:00Z,0.069,2021-05-19T12:00:00Z,0.069,2021-05-22T10:00:00Z,0.067,2021-07-28T11:00:00Z,NA,NA,NA,NA,0.069,0.065,0.06,0.057,0.051,0.044,0.032,Millington,"Millington Wildlife Management Area, Massey - Maryland Line Road (Route 330)",Maryland,Kent,NA,NA,2022-01-21
24,029,0002,88101,3,39.305021000000004,-75.797317,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,NA,2021,Micrograms/cubic meter (LC),No Events,353,97,Y,353,365,0,0,0,0,Certified,0,5.534561,3.587105,28.2,2021-07-20T00:00:00Z,27.3,2021-07-21T00:00:00Z,18.4,2021-07-07T00:00:00Z,17.3,2021-02-10T00:00:00Z,NA,NA,NA,NA,17.3,15.1,11.8,9.8,7.1,4.8,2.2,Millington,"Millington Wildlife Management Area, Massey - Maryland Line Road (Route 330)",Maryland,Kent,NA,NA,2022-01-18
24,031,3001,44201,1,39.114313,-77.106876,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Daily maximum of 8-hour running average,NA,2021,Parts per million,No Events,4139,98,Y,241,245,0,0,3,3,Certified,0,0.04322,0.010769,0.076,2021-05-20T10:00:00Z,0.074,2021-05-21T12:00:00Z,0.074,2021-08-25T09:00:00Z,0.068,2021-06-05T10:00:00Z,NA,NA,NA,NA,0.074,0.067,0.061,0.057,0.05,0.043,0.029,Rockville,"Lathrop E. Smith Environmental Education Center, 5110 Meadowside Lane",Maryland,Montgomery,NA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-11-16
24,031,3001,88101,3,39.114313,-77.106876,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,NA,2021,Micrograms/cubic meter (LC),No Events,358,98,Y,358,365,0,0,0,0,Certified,0,7.252235,3.596868,25.2,2021-07-21T00:00:00Z,24.7,2021-07-20T00:00:00Z,18.7,2021-07-07T00:00:00Z,18.1,2021-07-19T00:00:00Z,NA,NA,NA,NA,18.1,16.9,14.5,11.6,8.9,6.5,3.6,Rockville,"Lathrop E. Smith Environmental Education Center, 5110 Meadowside Lane",Maryland,Montgomery,NA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2022-01-18
24,033,0030,42602,4,39.055277,-76.878333,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 Annual 1971,Observed values,Teledyne Model T500U - Cavity Attenuated Phase Shift Spectroscopy,2021,Parts per billion,No Events,8690,99,Y,362,365,0,70,NA,NA,Certified,0,6.267273,5.954788,44.2,2021-03-10T01:00:00Z,43.2,2021-03-10T02:00:00Z,39.9,2021-03-09T00:00:00Z,39.9,2021-04-05T23:00:00Z,NA,NA,NA,NA,29.1,25.6,19.6,14,7.8,4.1,1.7,HU-Beltsville,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2022-02-09
24,033,0030,44201,1,39.055277,-76.878333,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Daily maximum of 8-hour running average,NA,2021,Parts per million,No Events,5905,95,Y,345,365,0,0,2,2,Was Certified but data changed,0,0.037742,0.011099,0.076,2021-05-20T10:00:00Z,0.071,2021-08-25T09:00:00Z,0.067,2021-05-19T10:00:00Z,0.066,2021-05-18T10:00:00Z,NA,NA,NA,NA,0.066,0.063,0.056,0.052,0.045,0.037,0.025,HU-Beltsville,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2022-10-12
24,033,0030,88101,1,39.055277,-76.878333,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2021,Micrograms/cubic meter (LC),No Events,121,99,Y,121,122,0,4,0,0,Certified,0,6.68843,3.569668,28.2,2021-07-21T00:00:00Z,17,2021-07-06T00:00:00Z,14,2021-02-15T00:00:00Z,13.6,2021-03-11T00:00:00Z,NA,NA,NA,NA,17,14,12.7,10.9,8.4,6,3.3,HU-Beltsville,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2022-03-08
24,033,8003,44201,1,38.81194,-76.74417,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Daily maximum of 8-hour running average,NA,2021,Parts per million,No Events,4085,98,Y,239,245,0,0,3,3,Certified,0,0.043703,0.010756,0.074,2021-07-28T10:00:00Z,0.073,2021-05-20T09:00:00Z,0.073,2021-06-05T10:00:00Z,0.07,2021-07-27T09:00:00Z,NA,NA,NA,NA,0.073,0.068,0.063,0.059,0.05,0.043,0.03,PG Equestrian Center,"PG County Equestrian Center, 14900 Pennsylvania  Ave.",Maryland,Prince George's,Greater Upper Marlboro,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-11-16
24,033,9991,44201,1,39.0284,-76.8171,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Daily maximum of 8-hour running average,NA,2021,Parts per million,No Events,6081,96,Y,236,245,0,0,4,4,Requested but not yet concurred,0,0.044784,0.011094,0.079,2021-08-25T09:00:00Z,0.076,2021-05-20T09:00:00Z,0.072,2021-06-05T10:00:00Z,0.071,2021-07-27T10:00:00Z,NA,NA,NA,NA,0.072,0.07,0.064,0.06,0.051,0.045,0.036,Beltsville,"Powder Mill Rd, Laurel, MD 20708",Maryland,Prince George's,NA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2022-03-02
24,043,0009,44201,1,39.564178,-77.720244,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Daily maximum of 8-hour running average,NA,2021,Parts per million,No Events,4080,97,Y,237,245,0,0,1,1,Certified,0,0.043903,0.01042,0.075,2021-05-20T12:00:00Z,0.067,2021-07-28T10:00:00Z,0.065,2021-04-07T11:00:00Z,0.065,2021-06-24T12:00:00Z,NA,NA,NA,NA,0.065,0.065,0.061,0.058,0.051,0.044,0.029,Hagerstown,MD Correctional Institution  18530 Roxbury Road,Maryland,Washington,NA,"Hagerstown-Martinsburg, MD-WV",2021-11-16
24,043,0009,88101,3,39.564178,-77.720244,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,NA,2021,Micrograms/cubic meter (LC),No Events,350,96,Y,350,365,0,0,0,0,Certified,0,8.021714,3.979739,25.2,2021-07-20T00:00:00Z,25.1,2021-07-21T00:00:00Z,23.7,2021-02-11T00:00:00Z,22.4,2021-07-07T00:00:00Z,NA,NA,NA,NA,22.4,19.5,16.7,13.7,9.4,7,4.3,Hagerstown,MD Correctional Institution  18530 Roxbury Road,Maryland,Washington,NA,"Hagerstown-Martinsburg, MD-WV",2022-01-18
24,510,0040,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 Annual 1971,Observed values,Instrumental - Chemiluminescence Teledyne API 200 EU/501,2021,Parts per billion,No Events,8395,96,Y,359,365,0,365,NA,NA,Certified,0,12.397046,8.943906,58.6,2021-03-09T19:00:00Z,57.5,2021-03-09T20:00:00Z,56.7,2021-03-09T21:00:00Z,55.7,2021-03-09T22:00:00Z,NA,NA,NA,NA,42.3,38.3,31.9,25.2,16.1,9.6,4,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,"Baltimore-Columbia-Towson, MD",2022-04-06
24,510,0040,88101,1,39.297733,-76.604603,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2021,Micrograms/cubic meter (LC),No Events,110,90,Y,110,122,0,17,0,0,Certified,0,7.65,4.147283,27.7,2021-07-21T00:00:00Z,21.2,2021-07-19T00:00:00Z,18.1,2021-03-11T00:00:00Z,17.5,2021-07-06T00:00:00Z,NA,NA,NA,NA,21.2,18.1,14,13.1,9.8,7,3.3,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,"Baltimore-Columbia-Towson, MD",2022-04-06
24,510,0054,44201,1,39.328807,-76.553075,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Daily maximum of 8-hour running average,NA,2021,Parts per million,No Events,3002,70,N,172,245,0,0,0,0,Certified,0,0.043924,0.010173,0.068,2021-05-19T11:00:00Z,0.068,2021-07-27T11:00:00Z,0.068,2021-07-28T10:00:00Z,0.067,2021-06-05T11:00:00Z,NA,NA,NA,NA,0.068,0.067,0.061,0.057,0.051,0.043,0.033,Furley,"Furley E.S. Recreational Center, 4633 Furley Avenue.",Maryland,Baltimore (City),Baltimore,"Baltimore-Columbia-Towson, MD",2022-05-25
34,001,0006,44201,1,39.464872,-74.448736,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Daily maximum of 8-hour running average,NA,2021,Parts per million,No Events,5867,90,Y,221,245,0,0,0,0,Certified,0,0.039801,0.008723,0.068,2021-05-19T11:00:00Z,0.066,2021-05-22T10:00:00Z,0.059,2021-04-28T09:00:00Z,0.059,2021-06-18T13:00:00Z,NA,NA,NA,NA,0.059,0.058,0.054,0.051,0.045,0.04,0.035,Brigantine,"Edwin B. Forsythe National Wildlife Refuge Visitor Center, 800 Great Creek Road",New Jersey,Atlantic,Galloway (Township of),"Atlantic City-Hammonton, NJ",2022-03-14
34,001,0006,88101,1,39.464872,-74.448736,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2021,Micrograms/cubic meter (LC),No Events,118,97,Y,118,122,0,1,0,0,Certified,0,6.916102,4.103927,33,2021-07-21T00:00:00Z,22.3,2021-07-27T00:00:00Z,18.2,2021-01-13T00:00:00Z,16.6,2021-03-11T00:00:00Z,NA,NA,NA,NA,22.3,18.2,13.8,11.5,8.1,5.9,3.5,Brigantine,"Edwin B. Forsythe National Wildlife Refuge Visitor Center, 800 Great Creek Road",New Jersey,Atlantic,Galloway (Township of),"Atlantic City-Hammonton, NJ",2022-03-22
34,001,1006,88101,1,39.36326,-74.431,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2021,Micrograms/cubic meter (LC),No Events,89,73,N,89,122,0,0,0,0,Certified,0,8.488764,4.301201,28.8,2021-07-21T00:00:00Z,24,2021-08-02T00:00:00Z,16.9,2021-04-28T00:00:00Z,16.7,2021-06-06T00:00:00Z,NA,NA,NA,NA,28.8,24,15.1,13.6,10.2,7.6,3.9,Atlantic City,"Atlantic Cape Community College, 1535 Bacharach Boulevard",New Jersey,Atlantic,Atlantic City,"Atlantic City-Hammonton, NJ",2022-03-22
34,003,0006,44201,1,40.870436,-73.991994,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Daily maximum of 8-hour running average,NA,2021,Parts per million,No Events,4222,94,Y,231,245,0,0,8,8,Certified,0,0.038831,0.013363,0.084,2021-08-26T09:00:00Z,0.081,2021-06-18T10:00:00Z,0.078,2021-08-06T10:00:00Z,0.076,2021-06-05T10:00:00Z,NA,NA,NA,NA,0.078,0.075,0.065,0.053,0.046,0.037,0.026,Leonia,"Overpeck Park, 40 Fort Lee Road",New Jersey,Bergen,Leonia,"New York-Newark-Jersey City, NY-NJ-PA",2022-03-14
34,003,0010,42602,1,40.85355,-73.96618,NAD83,Nitrogen dioxide (NO2),1 HOUR,NO2 Annual 1971,Observed values,INSTRUMENTAL - CHEMILUMINESCENCE,2021,Parts per billion,No Events,8517,97,Y,363,365,0,243,NA,NA,Certified,0,15.439556,9.410004,74.6,2021-01-21T21:00:00Z,70,2021-03-11T11:00:00Z,68.6,2021-03-20T22:00:00Z,56.5,2021-02-08T21:00:00Z,NA,NA,NA,NA,44,39.8,34,28.7,20.6,13.4,5.3,Fort Lee Near Road,"Hoyt Ave & Hudson St, south of toll plaza",New Jersey,Bergen,Fort Lee,"New York-Newark-Jersey City, NY-NJ-PA",2022-03-14
34,003,0010,88101,3,40.85355,-73.96618,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,NA,2021,Micrograms/cubic meter (LC),No Events,349,96,Y,349,365,0,0,1,1,Certified,0,8.345272,5.164819,49.9,2021-07-20T00:00:00Z,27.6,2021-03-11T00:00:00Z,27.4,2021-07-21T00:00:00Z,26.3,2021-07-26T00:00:00Z,NA,NA,NA,NA,26.3,23.4,17,13.9,10.3,7.4,3.4,Fort Lee Near Road,"Hoyt Ave & Hudson St, south of toll plaza",New Jersey,Bergen,Fort Lee,"New York-Newark-Jersey City, NY-NJ-PA",2022-03-22
34,007,0002,42602,1,39.934559,-75.125219,NAD83,Nitrogen dioxide (NO2),1 HOUR,NO2 Annual 1971,Observed values,INSTRUMENTAL - CHEMILUMINESCENCE,2021,Parts per billion,No Events,8295,95,Y,353,365,0,465,NA,NA,Certified,0,11.407667,9.01249,52.9,2021-11-09T20:00:00Z,52.3,2021-11-09T19:00:00Z,50.5,2021-11-09T18:00:00Z,50,2021-03-11T08:00:00Z,NA,NA,NA,NA,38.5,36.1,31.2,25,15.4,8.4,3,Camden Spruce Street,266-298 Spruce Street,New Jersey,Camden,Camden,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2022-03-14
34,007,0002,44201,1,39.934559,-75.125219,NAD83,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Daily maximum of 8-hour running average,NA,2021,Parts per million,No Events,6164,99,Y,243,245,0,0,1,1,Certified,0,0.042053,0.011062,0.071,2021-08-13T09:00:00Z,0.069,2021-07-07T09:00:00Z,0.068,2021-06-05T11:00:00Z,0.068,2021-08-25T10:00:00Z,NA,NA,NA,NA,0.068,0.067,0.063,0.057,0.049,0.042,0.033,Camden Spruce Street,266-298 Spruce Street,New Jersey,Camden,Camden,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2022-03-14
34,007,0002,88101,1,39.934559,-75.125219,NAD83,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2021,Micrograms/cubic meter (LC),No Events,116,95,Y,116,122,0,1,1,1,Certified,0,10.330172,5.399569,38,2021-07-21T00:00:00Z,27.3,2021-01-13T00:00:00Z,26.6,2021-07-27T00:00:00Z,23.9,2021-08-26T00:00:00Z,NA,NA,NA,NA,27.3,26.6,20,17.6,12.6,9.3,5.2,Camden Spruce Street,266-298 Spruce Street,New Jersey,Camden,Camden,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2022-03-22
34,007,1001,44201,1,39.68425,-74.861491,NAD83,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Daily maximum of 8-hour running average,NA,2021,Parts per million,No Events,5418,99,Y,243,245,0,0,1,1,Certified,0,0.039786,0.009968,0.072,2021-05-19T10:00:00Z,0.068,2021-05-22T09:00:00Z,0.067,2021-06-05T11:00:00Z,0.062,2021-08-13T10:00:00Z,NA,NA,NA,NA,0.067,0.061,0.057,0.053,0.047,0.04,0.032,Ancora State Hospital,301 Spring Garden Road,New Jersey,Camden,Winslow (Township of),"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2022-03-14
34,007,1007,88101,1,39.989036,-75.050008,NAD83,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2021,Micrograms/cubic meter (LC),No Events,113,93,Y,113,122,0,2,0,0,Certified,0,8.513274,5.021552,33.3,2021-07-21T00:00:00Z,28.7,2021-11-06T00:00:00Z,23.2,2021-01-13T00:00:00Z,20.7,2021-07-27T00:00:00Z,NA,NA,NA,NA,28.7,23.2,17.1,14.2,10.4,7.3,4.1,Pennsauken,"Camden Water Inc., 8999 Zimmerman Avenue",New Jersey,Camden,Pennsauken (Township of),"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2022-03-22
34,011,0007,42602,1,39.422273,-75.025204,NAD83,Nitrogen dioxide (NO2),1 HOUR,NO2 Annual 1971,Observed values,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,2021,Parts per billion,No Events,8542,98,Y,362,365,0,206,NA,NA,Certified,0,6.304367,5.905021,52.3,2021-03-09T18:00:00Z,48.3,2021-03-09T19:00:00Z,42.4,2021-11-09T18:00:00Z,40.5,2021-01-14T18:00:00Z,NA,NA,NA,NA,27.9,24.2,19.4,14.6,7.9,4.2,1.6,Millville,Behind 4401 S. Main Road,New Jersey,Cumberland,Millville,"Vineland-Bridgeton, NJ",2022-03-14
34,011,0007,44201,1,39.422273,-75.025204,NAD83,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Daily maximum of 8-hour running average,NA,2021,Parts per million,No Events,6068,97,Y,238,245,0,0,2,2,Certified,0,0.041962,0.010174,0.074,2021-05-19T11:00:00Z,0.071,2021-06-05T11:00:00Z,0.07,2021-05-22T09:00:00Z,0.068,2021-08-06T12:00:00Z,NA,NA,NA,NA,0.07,0.067,0.06,0.055,0.048,0.042,0.035,Millville,Behind 4401 S. Main Road,New Jersey,Cumberland,Millville,"Vineland-Bridgeton, NJ",2022-03-14
34,011,0007,88101,3,39.422273,-75.025204,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,Multiple Methods Used,2021,Micrograms/cubic meter (LC),No Events,282,77,N,282,365,0,0,0,0,Certified,0,6.884043,3.937374,29.1,2021-07-21T00:00:00Z,26.6,2021-07-20T00:00:00Z,26,2021-01-13T00:00:00Z,21.6,2021-01-12T00:00:00Z,NA,NA,NA,NA,26,19.3,12.9,11.2,8.8,6.1,3.1,Millville,Behind 4401 S. Main Road,New Jersey,Cumberland,Millville,"Vineland-Bridgeton, NJ",2022-03-22
34,013,0003,42602,1,40.720989,-74.192892,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 Annual 1971,Observed values,INSTRUMENTAL - CHEMILUMINESCENCE,2021,Parts per billion,No Events,8540,97,Y,364,365,0,212,NA,NA,Certified,0,14.400035,10.654955,57.1,2021-03-11T18:00:00Z,56.4,2021-05-19T20:00:00Z,54.8,2021-03-21T21:00:00Z,54.2,2021-03-21T22:00:00Z,NA,NA,NA,NA,45.6,42,36.1,30.6,20.4,11.1,3.8,Newark Firehouse,360 Clinton Avenue,New Jersey,Essex,Newark,"New York-Newark-Jersey City, NY-NJ-PA",2022-03-14
34,013,0003,44201,1,40.720989,-74.192892,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Daily maximum of 8-hour running average,NA,2021,Parts per million,No Events,6136,98,Y,356,365,0,0,2,2,Certified,0,0.034348,0.012312,0.072,2021-08-26T09:00:00Z,0.071,2021-07-27T10:00:00Z,0.067,2021-06-18T12:00:00Z,0.066,2021-06-05T11:00:00Z,NA,NA,NA,NA,0.066,0.062,0.057,0.05,0.042,0.034,0.02,Newark Firehouse,360 Clinton Avenue,New Jersey,Essex,Newark,"New York-Newark-Jersey City, NY-NJ-PA",2022-03-14
34,013,0003,88101,1,40.720989,-74.192892,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2021,Micrograms/cubic meter (LC),No Events,116,95,Y,116,122,0,3,0,0,Certified,0,8.676724,4.670636,27.1,2021-07-21T00:00:00Z,25,2021-07-27T00:00:00Z,24.1,2021-01-13T00:00:00Z,21.5,2021-12-30T00:00:00Z,NA,NA,NA,NA,25,24.1,19.7,13.1,10.4,7.5,4.2,Newark Firehouse,360 Clinton Avenue,New Jersey,Essex,Newark,"New York-Newark-Jersey City, NY-NJ-PA",2022-03-22
34,015,0002,44201,1,39.800339,-75.212119,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Daily maximum of 8-hour running average,NA,2021,Parts per million,No Events,4459,99,Y,243,245,0,0,2,2,Certified,0,0.041844,0.011404,0.071,2021-05-19T10:00:00Z,0.071,2021-07-27T10:00:00Z,0.07,2021-06-05T11:00:00Z,0.067,2021-08-13T09:00:00Z,NA,NA,NA,NA,0.07,0.065,0.061,0.058,0.049,0.042,0.03,Clarksboro,"Shady Lane Complex, 256 County House Road",New Jersey,Gloucester,East Greenwich (Township of),"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2022-03-14
34,015,0002,88101,1,39.800339,-75.212119,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2021,Micrograms/cubic meter (LC),No Events,118,97,Y,118,122,0,0,0,0,Certified,0,7.717797,4.076965,28.1,2021-07-21T00:00:00Z,21.3,2021-01-13T00:00:00Z,19.8,2021-07-27T00:00:00Z,15.5,2021-02-21T00:00:00Z,NA,NA,NA,NA,21.3,19.8,14.9,12.9,9.6,7,3.5,Clarksboro,"Shady Lane Complex, 256 County House Road",New Jersey,Gloucester,East Greenwich (Township of),"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2022-03-22
34,017,0006,42602,1,40.67025,-74.126081,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 Annual 1971,Observed values,INSTRUMENTAL - CHEMILUMINESCENCE,2021,Parts per billion,No Events,8517,97,Y,364,365,0,233,NA,NA,Certified,0,15.009487,10.36662,69.1,2021-08-24T22:00:00Z,65.8,2021-08-25T08:00:00Z,63.7,2021-08-24T21:00:00Z,62.6,2021-08-24T23:00:00Z,NA,NA,NA,NA,45.7,41.1,35.4,30.3,21.1,11.9,4.3,Bayonne,"Veterans Park, Park Road at end of W. 25th St.",New Jersey,Hudson,Bayonne,"New York-Newark-Jersey City, NY-NJ-PA",2022-03-14
